id;order;family;genera;species;author;tax_ver;nature_BR;nativa_AF;Cnc_classification;floweringstart_month;floweringperiod_month;plantgrowth;flower_color_1;flower_color_2;flower_shape;odour;anthesis_time;corolla_length_mm;corolla_length_mm_sd;nectar_volume;nectar_volume_uL_SD;nectar_concentration_brix%;nectar_concentration_brix%_SD;observation_time_hour;n_input;;
373;Poales;Bromeliaceae;Neoregelia;guttata;Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;dd;1;11;e;b;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
374;Poales;Bromeliaceae;Neoregelia;johannis;(Carrière) L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;11;8;e;w;NA;t;NA;d;21.85;2.20;8.19;1.48;35.13;6.94;51.0;6;;
375;Poales;Bromeliaceae;Neoregelia;macrosepala;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;9;8;e;w;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
376;Poales;Bromeliaceae;Neoregelia;magdalenae;L. B. Sm. & Reitz;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;3;e;b;NA;t;NA;d;NA;NA;NA;NA;NA;NA;18.1;1;;
377;Poales;Bromeliaceae;Neoregelia;marmorata;(Baker) L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;2;e;NA;NA;t;NA;d;NA;NA;NA;NA;26.00;01.03;NA;1;;
378;Poales;Bromeliaceae;Neoregelia;punctatissima;(Ruschi) Ruschi;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;7;e;NA;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
379;Poales;Bromeliaceae;Neoregelia;simulans;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;4;e;w;b;t;NA;d;NA;NA;NA;NA;NA;NA;11.3;1;;
380;Poales;Bromeliaceae;Nidularium;amazonicum;(Baker) Linden & E.Morren ex Lindm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;e;r;NA;t;NA;NA;33.30;7.60;2.81;1.87;24.10;10.93;NA;1;;
381;Poales;Bromeliaceae;Nidularium;angustibracteatum;Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;3;5;e;b;NA;t;NA;NA;43.20;1.70;4.12;NA;30.20;NA;12.0;1;;
382;Poales;Bromeliaceae;Nidularium;angustifolium;Ule;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;6;e;d;NA;t;NA;NA;NA;NA;1.43;01.02;27.68;7.19;30.0;3;;
383;Poales;Bromeliaceae;Nidularium;campo-alegrense;Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;2;e;w;NA;t;a;d;45.50;2.60;NA;NA;NA;NA;7.0;1;;
384;Poales;Bromeliaceae;Nidularium;cariacicaense;(W. Weber) Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;3;9;e;b;NA;t;NA;d;NA;NA;NA;NA;NA;NA;32.2;2;;
385;Poales;Bromeliaceae;Nidularium;espiritosantense;Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;8;e;b;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
386;Poales;Bromeliaceae;Nidularium;innocentii;Lem;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;e;w;r;t;a;d;44.23;2.81;6.40;2.00;30.67;06.03;173.2;17;;
387;Poales;Bromeliaceae;Nidularium;itatiaiae;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;10;7;e;r;NA;t;a;d;43.21;5.40;NA;NA;NA;NA;15.0;2;;
388;Poales;Bromeliaceae;Nidularium;longiflorum;Ule;Bergamo pers. comm.;nat;Y;ne;4;6;e;r;w;t;a;d;46.60;2.20;0.49;NA;26.90;NA;50.0;2;;
389;Poales;Bromeliaceae;Nidularium;marigoi;Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;nt;1;5;e;r;NA;t;NA;NA;43.70;2.00;4.00;1.15;29.50;1.30;8.5;2;;
390;Poales;Bromeliaceae;Nidularium;procerum;Lindm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;8;e;r;b;t;a;d;41.69;3.83;3.61;1.38;33.52;08.09;89.8;12;;
391;Poales;Bromeliaceae;Nidularium;rubens;Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;3;h;w;r;t;a;d;36.40;1.60;23.60;1.84;30.70;1.40;48.0;1;;
392;Poales;Bromeliaceae;Nidularium;rutilans;E.Morren;Bergamo pers. comm.;nat;Y;ne;10;4;e;r;w;t;a;d;35.70;3.80;NA;NA;NA;NA;46.0;2;;
393;Poales;Bromeliaceae;Nidularium;scheremetiewii;Regel;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;2;2;h;b;NA;t;NA;d;NA;NA;NA;NA;27.00;3.12;NA;1;;
394;Poales;Bromeliaceae;Pitcairnia;albiflos;Herb.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;3;5;h;NA;NA;t;NA;n;NA;NA;NA;NA;NA;NA;25.0;1;;
395;Poales;Bromeliaceae;Pitcairnia;corcovadensis;Wawra;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;6;h;r;NA;t;a;d;61.1;3.6;NA;NA;13.06;4.51;30.0;1;;
396;Poales;Bromeliaceae;Pitcairnia;encholirioides;L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;9;6;h;r;NA;t;a;d;24.00;3.20;NA;NA;NA;NA;20.0;1;;
397;Poales;Bromeliaceae;Pitcairnia;flammea;Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;8;11;h;r;NA;t;a;d;48.24;3.44;1.42;NA;14.52;3.53;27.0;6;;
398;Poales;Bromeliaceae;Pitcairnia;staminea;Lodd.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;3;h;NA;NA;t;NA;n;NA;NA;NA;NA;NA;NA;25.0;1;;
399;Poales;Bromeliaceae;Portea;petropolitana;(Wawra) Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;2;2;e;b;NA;t;NA;d;NA;NA;NA;NA;NA;NA;4.0;2;;
400;Poales;Bromeliaceae;Pseudananas;sagenarius;(Arruda) Camargo;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;7;4;h;r;NA;t;NA;d;24.14;1.48;14.99;5.71;23.08;0.89;94.0;2;;
401;Poales;Bromeliaceae;Quesnelia;arvensis;(Vell.) Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;6;e;b;r;t;a;d;25.55;0.50;3.19;0.70;23.80;2.24;67.2;11;;
402;Poales;Bromeliaceae;Quesnelia;augusto-coburgii;Wawra;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;nt;5;5;e;r;b;t;a;d;41.80;5.22;1.46;NA;24.50;1.41;15.0;3;;
403;Poales;Bromeliaceae;Quesnelia;humilis;Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;4;3;e;r;NA;t;a;d;41.00;NA;NA;NA;27.00;NA;8.0;3;;
404;Poales;Bromeliaceae;Quesnelia;liboniana;(De Jongle) Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;2;e;b;NA;t;NA;d;NA;NA;NA;NA;NA;NA;NA;1;;
405;Poales;Bromeliaceae;Quesnelia;marmorata;(Lem.) R.W.Read;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;10;3;e;b;NA;t;NA;NA;25.10;0.70;2.37;0.32;28.25;0.92;NA;3;;
406;Poales;Bromeliaceae;Quesnelia;quesneliana;(Brongn) L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;5;5;e;r;NA;t;NA;d;38.00;NA;10.42;2.71;25.50;2.70;78.0;3;;
407;Poales;Bromeliaceae;Quesnelia;strobilispica;Wawra;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;5;6;e;b;NA;t;NA;d;NA;NA;NA;NA;NA;NA;11.2;2;;
408;Poales;Bromeliaceae;Quesnelia;testudo;Lindm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;7;e;w;r;t;a;d;33.67;NA;2.83;0.85;29.63;2.26;12.0;5;;
409;Poales;Bromeliaceae;Racinaea;aerisincola;(Mez) M.A.Spencer & L.B.Sm;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;3;e;NA;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
410;Poales;Bromeliaceae;Tillandsia;aeranthos;(Loisel.) L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;NA;NA;e;r;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;;
411;Poales;Bromeliaceae;Tillandsia;bulbosa;Hook.f.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;5;7;e;b;r;t;a;d;32.50;NA;1.24;0.71;25.09;1.46;NA;1;;
412;Poales;Bromeliaceae;Tillandsia;dura;Baker;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;4;4;e;r;NA;t;NA;d;15.00;1.40;0.17;NA;10.90;NA;50.0;2;;
413;Poales;Bromeliaceae;Tillandsia;gardneri;Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;4;7;e;r;NA;t;a;d;16.74;1.24;0.78;0.41;21.13;1.75;99.0;7;;
414;Poales;Bromeliaceae;Tillandsia;geminiflora;Brongn.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;7;9;e;r;b;t;a;d;15.45;0.90;1.47;0.27;19.15;2.25;161.7;14;;
415;Poales;Bromeliaceae;Tillandsia;mallemontii;Glaz. ex Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;NA;NA;e;r;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
416;Poales;Bromeliaceae;Tillandsia;stricta;Sol.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;12;e;b;r;t;a;d;16.56;1.29;3.64;0.43;22.52;2.28;314.1;28;;
417;Poales;Bromeliaceae;Tillandsia;tenuifolia;L.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;e;b;r;t;a;d;16.17;0.90;2.28;0.45;16.51;1.93;110.0;8;;
418;Poales;Bromeliaceae;Vriesea;aff. bituminosa;NA;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;NA;NA;NA;NA;NA;t;p;n;43.40;2.70;98.00;14.05;18.20;2.40;NA;1;;
419;Poales;Bromeliaceae;Vriesea;altodaserrae;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;12;4;e;y;NA;t;a;d;27.05;1.95;28.85;1.69;30.00;0.60;64.0;3;;
420;Poales;Bromeliaceae;Vriesea;altomacaensis;A.Costa;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;cr;12;2;h;y;NA;t;NA;d;NA;NA;NA;NA;24.00;1.61;NA;1;;
421;Poales;Bromeliaceae;Vriesea;atra;Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;11;5;e;y;w;t;p;n;NA;NA;NA;NA;17.00;2.87;29.0;3;;
422;Poales;Bromeliaceae;Vriesea;bituminosa;Wawra;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;10;7;e;y;NA;t;p;n;50.60;0.50;117.50;10.85;19.60;0.10;NA;2;;
423;Poales;Bromeliaceae;Vriesea;carinata;Wawra;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;e;y;r;t;a;d;38.22;2.39;11.34;1.39;23.61;4.45;227.0;14;;
424;Poales;Bromeliaceae;Vriesea;cf. friburgensis;NA;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;lc;8;2;e;NA;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;12.0;1;;
425;Poales;Bromeliaceae;Vriesea;delicatula;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;vu;2;1;e;y;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
426;Poales;Bromeliaceae;Vriesea;ensiformis;(Vell.) Beer;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;12;e;y;r;t;a;d;44.98;4.38;4.93;2.00;23.92;5.59;214.0;18;;
427;Poales;Bromeliaceae;Vriesea;erythrodactylon;E. Morren ex Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;11;10;e;y;r;t;a;d;38.88;3.80;02.07;1.84;17.16;8.23;50.0;5;;
428;Poales;Bromeliaceae;Vriesea;fenestralis;Linden & André;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;8;e;NA;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
429;Poales;Bromeliaceae;Vriesea;flammea;L. B. Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;10;6;e;y;r;t;a;d;31.00;0.10;07.05;01.01;22.79;4.28;58.0;6;;
430;Poales;Bromeliaceae;Vriesea;friburgensis var.paludosa;(L.B.Sm.) L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;11;4;e;r;y;t;a;n;NA;NA;1.29;0.54;20.73;3.50;NA;1;;
431;Poales;Bromeliaceae;Vriesea;gigantea;Gaudich.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;11;3;e;w;y;t;p;n;34.01;0.70;40.97;11.12;15.21;2.15;40.0;6;;
432;Poales;Bromeliaceae;Vriesea;gracilior;(L.B.Sm.) Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;vu;1;8;e;y;NA;t;NA;d;NA;NA;NA;NA;NA;NA;21.0;2;;
433;Poales;Bromeliaceae;Vriesea;gradata;(Baker) Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;e;y;r;t;a;d;44.43;3.23;NA;NA;NA;NA;NA;2;;
434;Poales;Bromeliaceae;Vriesea;guttata;Linden & André;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;11;2;e;y;NA;t;a;d;33.90;3.90;NA;NA;NA;NA;6.0;1;;
435;Poales;Bromeliaceae;Vriesea;heterostachys;(Baker) L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;11;6;e;y;NA;t;a;d;43.35;2.80;NA;NA;27.40;3.32;26.0;3;;
436;Poales;Bromeliaceae;Vriesea;hoehneana;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;12;1;e;y;NA;t;p;n;44.90;1.10;NA;NA;NA;NA;3.5;1;;
437;Poales;Bromeliaceae;Vriesea;incurvata;Gaudich.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;12;e;y;r;t;a;d;40.44;1.49;10.81;2.46;23.27;4.24;165.5;17;;
438;Poales;Bromeliaceae;Vriesea;inflata;(Wawra) Wawra;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;5;e;y;r;t;a;d;36.60;2.70;0.69;NA;11.25;NA;50.0;2;;
439;Poales;Bromeliaceae;Vriesea;itatiaiae;Wawra;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;nt;2;4;e;y;NA;t;a;d;NA;NA;NA;NA;NA;NA;7.0;1;;
440;Poales;Bromeliaceae;Vriesea;jonghei;(K. Koch) E.Morren;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;e;r;NA;t;NA;NA;55.00;NA;NA;NA;21.50;NA;24.7;1;;
441;Poales;Bromeliaceae;Vriesea;longicaulis;(Baker) Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;3;9;e;y;NA;t;p;b;41.98;1.30;NA;NA;17.60;NA;15.0;4;;
442;Poales;Bromeliaceae;Vriesea;longiscapa;Ule;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;e;w;NA;t;p;n;27.40;0.90;58.30;2.85;19.20;1.20;NA;1;;
443;Poales;Bromeliaceae;Vriesea;neoglutinosa;Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;10;e;y;r;t;NA;d;35.33;2.58;11.04;6.94;18.98;2.54;146.0;4;;
444;Poales;Bromeliaceae;Vriesea;penduliflora;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;NA;NA;e;y;r;t;a;d;NA;NA;NA;NA;NA;NA;NA;1;;
445;Poales;Bromeliaceae;Vriesea;philippocoburgii;Wawra;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;3;6;e;y;r;t;a;d;28.61;1.70;5.22;1.80;23.33;1.20;90.0;7;;
446;Poales;Bromeliaceae;Vriesea;platynema;Gaudich.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;11;5;e;y;r;t;p;n;37.21;2.53;58.82;7.12;21.07;2.80;7.0;4;;
447;Poales;Bromeliaceae;Vriesea;poenulata;(Baker) Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;8;e;NA;NA;t;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
448;Poales;Bromeliaceae;Vriesea;procera;(Mart. ex Schult. & Schult. f.) Wittm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;10;7;e;y;b;t;a;d;36.25;1.67;5.43;2.59;19.36;5.19;285.2;8;;
449;Poales;Bromeliaceae;Vriesea;psittacina;(Hook.) Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;11;6;e;y;r;t;a;d;60.00;NA;2.31;0.23;24.60;2.26;15.1;4;;
450;Poales;Bromeliaceae;Vriesea;rodigasiana;E.Morren;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;1;8;e;y;NA;t;a;d;29.02;2.40;02.07;01.08;22.70;6.59;64.7;8;;
451;Poales;Bromeliaceae;Vriesea;sazimae;Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;vu;NA;NA;e;NA;NA;t;p;n;35.60;2.10;98.50;07.05;18.30;0.40;NA;1;;
452;Poales;Bromeliaceae;Vriesea;scalaris;E.Morren;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;lc;11;9;e;y;r;t;NA;NA;NA;NA;NA;NA;NA;NA;15.2;4;;
453;Poales;Bromeliaceae;Vriesea;sceptrum;Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;nt;10;4;e;r;NA;t;NA;NA;35.80;0.80;9.25;0.90;20.30;1.70;12.0;2;;
454;Poales;Bromeliaceae;Vriesea;simplex;(Vell.) Beer;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;12;e;y;r;t;a;d;36.20;2.70;1.54;NA;25.83;NA;63.0;6;;
455;Poales;Bromeliaceae;Vriesea;sp. 1;Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;;
456;Poales;Bromeliaceae;Vriesea;sp. 2;Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;11;4;NA;y;NA;t;a;d;35.8;NA;NA;NA;NA;NA;15.0;1;;
457;Poales;Bromeliaceae;Vriesea;sp. 3;Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;2;2;NA;y;r;t;a;d;38;4.5;NA;NA;NA;NA;50.0;1;;
458;Poales;Bromeliaceae;Vriesea;sp. 4;Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;3;3;NA;NA;NA;NA;a;NA;36.09;NA;NA;NA;NA;NA;18.0;1;;
459;Poales;Bromeliaceae;Vriesea;sp. 5;Lindl.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;N;ne;5;2;NA;NA;NA;NA;a;NA;37.7;NA;NA;NA;NA;NA;18.0;1;;
460;Poales;Bromeliaceae;Vriesea;sparsiflora;L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;nt;9;2;e;w;NA;NA;NA;d;32.00;NA;NA;NA;22.70;03.09;NA;1;;
461;Poales;Bromeliaceae;Vriesea;triligulata;Mez;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;nt;12;2;e;y;NA;NA;NA;d;NA;NA;NA;NA;21.00;1.47;NA;1;;
462;Poales;Bromeliaceae;Vriesea;vagans;(L.B.Sm.) L.B.Sm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;9;11;e;y;r;t;a;d;25.80;3.50;3.57;1.87;24.44;3.49;72.0;7;;
463;Poales;Bromeliaceae;Vriesea;flava;E.Morren;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;NA;N;ne;7;5;NA;NA;NA;t;NA;NA;50.00;NA;7.50;NA;NA;NA;NA;1;;
464;Poales;Bromeliaceae;Wittrockia;cyathiformis;(Vell.) Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;1;5;e;y;r;t;a;d;38.00;1.77;14.69;6.94;32.40;4.20;25.4;4;;
465;Poales;Bromeliaceae;Wittrockia;gigantea;(Baker) Leme;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;ne;NA;NA;e;y;NA;t;NA;NA;41.00;NA;NA;NA;28.50;NA;5.9;1;;
466;Poales;Bromeliaceae;Wittrockia;superba;Lindm.;REFLORA - Plantas do Brasil: Resgate Histórico e Herbário Virtual para o Conhecimento e Conservação da Flora Brasileira;nat;Y;en;2;7;e;w;r;t;a;d;18.50;4.20;2.66;NA;26.41;NA;44.0;3;;
