id;latitude;longitude;genera_plant;genera_plan_ver;sp_plant;author_plant;sp_plant_ver;author_plant_ver;subfamily;genera_floralvisitor;genera_floralvisitor_ver;sp_floralvisitor;author_floralvisitor;sp_floralvisitor_ver;author_floralvisitor_ver;pollinator_group;bodypolendeposition;behaviour;relativefrequency
439;-23.17;-44.92;Buddleja;Buddleja;brasiliensis;na;stachyoides;Cham. & Schldtl.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.82
440;-22.73;-45.58;Buddleja;Buddleja;brasiliensis;na;stachyoides;Cham. & Schldtl.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;1
441;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.8
441;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;chi;p;0.8
441;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;fro;p;0.8
441;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;thr;p;0.8
442;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.11
442;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;chi;p;0.11
442;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;fro;p;0.11
442;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;thr;p;0.11
443;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.06
443;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.06
443;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;fro;p;0.06
443;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;thr;p;0.06
444;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;l;0.03
444;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;chi;l;0.03
444;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;fro;l;0.03
444;-22.73;-45.58;Abutilon;Callianthe;aff.regnelii;NA;aff. regnellii;NA;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;thr;l;0.03
445;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.46
445;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;chi;p;0.46
445;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;fro;p;0.46
445;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;thr;p;0.46
446;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.11
446;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;chi;p;0.11
446;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;fro;p;0.11
446;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;thr;p;0.11
447;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.14
447;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.14
447;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;fro;p;0.14
447;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;thr;p;0.14
448;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.11
448;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;chi;p;0.11
449;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;fro;p;0.11
449;-23.17;-44.92;Abutilon;Callianthe;rufinerve;A. St.-Hill;rufinerva;(A. St.-Hill) Donnell;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;thr;p;0.11
450;-23.17;-44.92;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.25
450;-23.17;-44.92;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;chi;p;0.25
451;-22.73;-45.58;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.25
451;-22.73;-45.58;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;chi;p;0.25
452;-22.73;-45.58;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.55
452;-22.73;-45.58;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.55
453;-23.17;-44.92;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.5
453;-23.17;-44.92;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.5
454;-23.17;-44.92;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.25
454;-23.17;-44.92;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;chi;p;0.25
455;-22.73;-45.58;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.2
455;-22.73;-45.58;Camptosema;Camptosema;scarlatinum;(Mart. ex Benth.) Bukart;scarlatinum;(Mart. ex Benth.) Bukart;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;chi;p;0.2
456;-23.56;-45.36;Canistrum;Canistropsis;terminalis;na;billbergioides;(Schult. & Schult.f.) Leme;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
457;-23.56;-45.36;Canistropisis;Canistropsis;seidelli;(L.B.Smith & Reitz) Leme;seidelii;(L.B.Sm. & Reitz) Leme;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
458;-23.56;-45.36;Centropogon;Centropogon;cornutus;(L.) Druce;cornutus;(L.) Druce;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;hea;p;0.63
459;-23.56;-45.36;Centropogon;Centropogon;cornutus;(L.) Druce;cornutus;(L.) Druce;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;hea;p;0.38
460;-22.73;-45.58;Cestrum;Cestrum;corymbosum;Schldl.;corymbosum;Schldl.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.06
461;-22.73;-45.58;Cestrum;Cestrum;corymbosum;Schldl.;corymbosum;Schldl.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.94
462;-22.73;-45.58;Collaea;Collaea;speciosa;(Loisel.) DC.;speciosa;(Loisel.) DC.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.06
462;-22.73;-45.58;Collaea;Collaea;speciosa;(Loisel.) DC.;speciosa;(Loisel.) DC.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;chi;p;0.06
463;-23.17;-44.92;Collaea;Collaea;speciosa;(Loisel.) DC.;speciosa;(Loisel.) DC.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.18
463;-23.17;-44.92;Collaea;Collaea;speciosa;(Loisel.) DC.;speciosa;(Loisel.) DC.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.18
464;-22.73;-45.58;Collaea;Collaea;speciosa;(Loisel.) DC.;speciosa;(Loisel.) DC.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.31
464;-22.73;-45.58;Collaea;Collaea;speciosa;(Loisel.) DC.;speciosa;(Loisel.) DC.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.31
465;-23.17;-44.92;Collaea;Collaea;speciosa;(Loisel.) DC.;speciosa;(Loisel.) DC.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.82
465;-23.17;-44.92;Collaea;Collaea;speciosa;(Loisel.) DC.;speciosa;(Loisel.) DC.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;chi;p;0.82
466;-22.73;-45.58;Collaea;Collaea;speciosa;(Loisel.) DC.;speciosa;(Loisel.) DC.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.63
466;-22.73;-45.58;Collaea;Collaea;speciosa;(Loisel.) DC.;speciosa;(Loisel.) DC.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;chi;p;0.63
467;-23.56;-45.36;Costus;Costus;spiralis;(Jacq.) Roscoe;spiralis;(Jacq.) Roscoe;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;fro;p;1
468;-23.56;-45.36;Dahlstedtia;Dahlstedtia;pinnata;(Benth.) Malme;pinnata;(Benth.) Malme;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
468;-23.56;-45.36;Dahlstedtia;Dahlstedtia;pinnata;(Benth.) Malme;pinnata;(Benth.) Malme;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;chi;p;1
469;-23.17;-44.92;Edmundoa;Edmundoa;ambigua;(Wanderley & Leme) Leme;ambigua;(Wand. & Leme) Leme;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;1
470;-23.17;-44.92;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.61
470;-23.17;-44.92;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;chi;p;0.61
471;-23.17;-44.92;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.21
471;-23.17;-44.92;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.21
472;-23.56;-45.36;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
472;-23.56;-45.36;Erythrina;Erythrina;speciosa;Andrews;speciosa;Andrews;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;chi;p;1
473;-22.73;-45.58;Esterhazya;Esterhazya;campestris;Spix & Mart.;splendida;J.C.Mikan.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;hea;p;0.67
474;-22.73;-45.58;Esterhazya;Esterhazya;campestris;Spix & Mart.;splendida;J.C.Mikan.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;hea;p;0.33
475;-23.17;-44.92;Fridericia;Fridericia;speciosa;Mart.;speciosa;Mart.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;1
476;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.08
476;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;chi;p;0.08
476;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;fro;p;0.08
476;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;thr;p;0.08
477;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.62
477;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;chi;p;0.62
477;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;fro;p;0.62
477;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;thr;p;0.62
478;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.54
478;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;chi;p;0.54
478;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;fro;p;0.54
478;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;thr;p;0.54
479;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.16
479;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;chi;p;0.16
479;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;fro;p;0.16
479;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;thr;p;0.16
480;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.16
480;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.16
480;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;fro;p;0.16
480;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;thr;p;0.16
481;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.08
481;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.08
481;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;fro;p;0.08
481;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;thr;p;0.08
482;-23.17;-44.92;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;thr;p;0.19
483;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.14
483;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;chi;p;0.14
483;-22.73;-45.58;Fuchsia;Fuchsia;regia;(Vell.) Munz;regia;(Vand. ex Vell.) Munz;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;fro;p;0.14
484;-23.56;-45.36;Heliconia;Heliconia;angusta;Vell.;angusta;Vell.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;fro;p;1
485;-23.56;-45.36;Heliconia;Heliconia;velloziana;Emygdio;farinosa;Raddi;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;fro;p;0.21
486;-23.56;-45.36;Heliconia;Heliconia;spathocircinata;Aristeg.;spathocircinata;Aristeg.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;chi;p;0.73
487;-23.56;-45.36;Heliconia;Heliconia;spathocircinata;Aristeg.;spathocircinata;Aristeg.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;chi;p;0.27
488;-22.73;-45.58;Hippeastrum;Hippeastrum;aviflorum;(Ravenna) Dutilh;glaucescens;(Mart. Ex Schult. & Schult.f.) Herb.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;win;p;0.2
489;-22.73;-45.58;Hippeastrum;Hippeastrum;aviflorum;(Ravenna) Dutilh;glaucescens;(Mart. Ex Schult. & Schult.f.) Herb.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;NA;p;0.8
490;-23.56;-45.36;Justicia;Justicia;carnea;Lindl.;carnea;Lindl.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;hea;p;1
491;-23.17;-44.92;Justicia;Justicia;rizzini;Wassh.;floribunda;(C.Kosh) Wassh.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;1
491;-23.17;-44.92;Justicia;Justicia;rizzini;Wassh.;floribunda;(C.Kosh) Wassh.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;fro;p;1
492;-23.17;-44.92;Lobelia;Lobelia;fitulosa;Vell.;fistulosa;Vell.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;hea;p;0.33
493;-23.17;-44.92;Lobelia;Lobelia;fitulosa;Vell.;fistulosa;Vell.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;hea;p;0.67
494;-23.17;-44.92;Manettia;Manettia;cordifolia;Mart;cordifolia;Mart.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;1
494;-23.17;-44.92;Manettia;Manettia;cordifolia;Mart;cordifolia;Mart.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;fro;p;1
