id;latitude;longitude;genera_plant;genera_plan_ver;sp_plant;author_plant;sp_plant_ver;author_plant_ver;subfamily;genera_floralvisitor;genera_floralvisitor_ver;sp_floralvisitor;author_floralvisitor;sp_floralvisitor_ver;author_floralvisitor_ver;pollinator_group;bodypolendeposition;behaviour;relativefrequency
2873;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Florisuga;Florisuga;fusca;Vieilot, 1817;fusca;(Vieillot, 1817);hummingbird;bil;p;0.12
2873;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Florisuga;Florisuga;fusca;Vieilot, 1817;fusca;(Vieillot, 1817);hummingbird;che;p;0.12
2873;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Florisuga;Florisuga;fusca;Vieilot, 1817;fusca;(Vieillot, 1817);hummingbird;thr;p;0.12
2874;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.57
2874;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;che;p;0.57
2874;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;thr;p;0.57
2875;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot, 1818;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.07
2875;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot, 1818;albicollis;(Vieillot, 1818);hummingbird;che;p;0.07
2875;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot, 1818;albicollis;(Vieillot, 1818);hummingbird;thr;p;0.07
2876;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Lophornis;Lophornis;chalybeus;Vieilot, 1822;chalybeus;(Temminck, 1821);hummingbird;bel;p;0.01
2876;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Lophornis;Lophornis;chalybeus;Vieilot, 1822;chalybeus;(Temminck, 1821);hummingbird;bil;p;0.01
2876;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Lophornis;Lophornis;chalybeus;Vieilot, 1822;chalybeus;(Temminck, 1821);hummingbird;che;p;0.01
2876;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Lophornis;Lophornis;chalybeus;Vieilot, 1822;chalybeus;(Temminck, 1821);hummingbird;thr;p;0.01
2877;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.13
2877;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;che;p;0.13
2877;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;thr;p;0.13
2878;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.09
2878;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;che;p;0.09
2878;-23.21;-45.06;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;thr;p;0.09
2879;-23.21;-45.06;Justicia;Justicia;sp. 1;na;parabolica;(Nees) Profice;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;1
2880;-23.21;-45.06;Justicia;Justicia;sp. 2;na;sp.;L.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;1
2881;-23.21;-45.06;Lantana;Lantana;camara;L.;camara;L.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.04
2882;-23.21;-45.06;Lantana;Lantana;camara;L.;camara;L.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot, 1818;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.96
2883;-23.21;-45.06;Macrocarpaea;Macrocarpaea;rubra;Malme;rubra;Malme;Trochilinae;Amazilia;Amazilia;versicolor;Vieillot, 1818;versicolor;(Vieillot, 1818);hummingbird;bil;p;0.38
2884;-23.21;-45.06;Macrocarpaea;Macrocarpaea;rubra;Malme;rubra;Malme;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.03
2885;-23.21;-45.06;Macrocarpaea;Macrocarpaea;rubra;Malme;rubra;Malme;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot, 1818;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.01
2886;-23.21;-45.06;Macrocarpaea;Macrocarpaea;rubra;Malme;rubra;Malme;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.08
2887;-23.21;-45.06;Macrocarpaea;Macrocarpaea;rubra;Malme;rubra;Malme;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot, 1818;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.08
2888;-23.21;-45.06;Macrocarpaea;Macrocarpaea;rubra;Malme;rubra;Malme;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.42
2889;-23.21;-45.06;Manettia;Manettia;cordifolia;Mart.;cordifolia;Mart.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;1
2889;-23.21;-45.06;Manettia;Manettia;cordifolia;Mart.;cordifolia;Mart.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2889;-23.21;-45.06;Manettia;Manettia;cordifolia;Mart.;cordifolia;Mart.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;thr;p;1
2890;-23.21;-45.06;Mendoncia;Mendoncia;velloziana;Mart.;velloziana;Mart.;Trochilinae;Amazilia;Amazilia;versicolor;Vieillot, 1818;versicolor;(Vieillot, 1818);hummingbird;bil;p;0.5
2891;-23.21;-45.06;Mendoncia;Mendoncia;velloziana;Mart.;velloziana;Mart.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.44
2892;-23.21;-45.06;Mendoncia;Mendoncia;velloziana;Mart.;velloziana;Mart.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.06
2893;-23.21;-45.06;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot, 1818;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.18
2894;-23.21;-45.06;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.82
2895;-23.21;-45.06;Nematanthus;Nematanthus;fluminensis;(Vell.) Fritsch;fluminensis;(Vell.) Fritsch;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2896;-23.21;-45.06;Nematanthus;Nematanthus;sericeus;(Hanst.) Chautems;fornix;(Vell.) Chautems;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.4
2897;-23.21;-45.06;Nematanthus;Nematanthus;sericeus;(Hanst.) Chautems;fornix;(Vell.) Chautems;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.5
2898;-23.21;-45.06;Nematanthus;Nematanthus;sericeus;(Hanst.) Chautems;fornix;(Vell.) Chautems;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.1
2899;-23.21;-45.06;Nematanthus;Nematanthus;fritschii;Hoehne;fritschii;Hoehne;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2900;-23.21;-45.06;Nematanthus;Nematanthus;gregarius;D.L. Denham;gregarius;D.L. Denham;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.18
2901;-23.21;-45.06;Nematanthus;Nematanthus;gregarius;D.L. Denham;gregarius;D.L. Denham;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.82
2902;-23.21;-45.06;Nematanthus;Nematanthus;cf. maculatus;NA;maculatus;(Fristsch) Wiehler;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2903;-23.21;-45.06;Nidularium;Nidularium;innocentii;Lem.;innocentii;Lem.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.05
2903;-23.21;-45.06;Nidularium;Nidularium;innocentii;Lem.;innocentii;Lem.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;fro;p;0.05
2903;-23.21;-45.06;Nidularium;Nidularium;innocentii;Lem.;innocentii;Lem.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;thr;p;0.05
2904;-23.21;-45.06;Nidularium;Nidularium;innocentii;Lem.;innocentii;Lem.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;0.95
2904;-23.21;-45.06;Nidularium;Nidularium;innocentii;Lem.;innocentii;Lem.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;thr;p;0.95
2905;-23.21;-45.06;Nidularium;Nidularium;longiflorum;Ule;longiflorum;Ule;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2905;-23.21;-45.06;Nidularium;Nidularium;longiflorum;Ule;longiflorum;Ule;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;thr;p;1
2906;-23.21;-45.06;Nidularium;Nidularium;procerum;Lindm.;procerum;Lindm.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;1
2907;-23.21;-45.06;Nidularium;Nidularium;rutilans;E. Morren.;rutilans;E. Morren.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.05
2907;-23.21;-45.06;Nidularium;Nidularium;rutilans;E. Morren.;rutilans;E. Morren.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;fro;p;0.05
2907;-23.21;-45.06;Nidularium;Nidularium;rutilans;E. Morren.;rutilans;E. Morren.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;thr;p;0.05
2908;-23.21;-45.06;Nidularium;Nidularium;rutilans;E. Morren.;rutilans;E. Morren.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;0.95
2908;-23.21;-45.06;Nidularium;Nidularium;rutilans;E. Morren.;rutilans;E. Morren.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;thr;p;0.95
2909;-23.21;-45.06;Psittacanthus;Psittacanthus;dichroos;(Mart.) Mart.;dichroos;(Mart.) Mart.;Trochilinae;Amazilia;Amazilia;versicolor;Vieillot, 1818;versicolor;(Vieillot, 1818);hummingbird;bil;p;0.01
2910;-23.21;-45.06;Psittacanthus;Psittacanthus;dichroos;(Mart.) Mart.;dichroos;(Mart.) Mart.;Trochilinae;Florisuga;Florisuga;fusca;Vieilot, 1817;fusca;(Vieillot, 1817);hummingbird;bil;p;0.01
2911;-23.21;-45.06;Psittacanthus;Psittacanthus;dichroos;(Mart.) Mart.;dichroos;(Mart.) Mart.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.79
2912;-23.21;-45.06;Psittacanthus;Psittacanthus;dichroos;(Mart.) Mart.;dichroos;(Mart.) Mart.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot, 1818;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.15
2913;-23.21;-45.06;Psittacanthus;Psittacanthus;dichroos;(Mart.) Mart.;dichroos;(Mart.) Mart.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.01
2914;-23.21;-45.06;Psittacanthus;Psittacanthus;dichroos;(Mart.) Mart.;dichroos;(Mart.) Mart.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.01
2915;-23.21;-45.06;Psychotria;Psychotria;leiocarpa;Cham. & Schltdl.;leiocarpa;Cham. & Schltdl.;Trochilinae;Amazilia;Amazilia;versicolor;Vieillot, 1818;versicolor;(Vieillot, 1818);hummingbird;bil;p;0.33
2916;-23.21;-45.06;Psychotria;Psychotria;leiocarpa;Cham. & Schltdl.;leiocarpa;Cham. & Schltdl.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.67
2917;-23.21;-45.06;Pyrostegia;Pyrostegia;venusta;(Ker. Gawl.) Miers;venusta;(Ker Gawl.) Miers;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot, 1818;albicollis;(Vieillot, 1818);hummingbird;fro;p;0.05
2918;-23.21;-45.06;Pyrostegia;Pyrostegia;venusta;(Ker. Gawl.) Miers;venusta;(Ker Gawl.) Miers;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;0.89
2919;-23.21;-45.06;Pyrostegia;Pyrostegia;venusta;(Ker. Gawl.) Miers;venusta;(Ker Gawl.) Miers;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;fro;p;0.05
2920;-23.21;-45.06;Sinningia;Sinningia;cooperi;(Paxton) Wiehler;cooperi;(Paxton) Wiehler;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2921;-23.21;-45.06;Sinningia;Sinningia;elatior;(Kunth) Chautems;elatior;(Kunth) Chautems;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot, 1818;albicollis;(Vieillot, 1818);hummingbird;fro;p;0.56
2922;-23.21;-45.06;Sinningia;Sinningia;elatior;(Kunth) Chautems;elatior;(Kunth) Chautems;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.44
2923;-23.21;-45.06;Sinningia;Sinningia;glazioviana;(Fritsch) Chautems;glazioviana;(Fritsch) Chautems;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2924;-23.21;-45.06;Siphocampylus;Siphocampylus;convolvulaceus;G. Don;convolvulaceus;(Cham.) G. Don;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;0.96
2925;-23.21;-45.06;Siphocampylus;Siphocampylus;convolvulaceus;G. Don;convolvulaceus;(Cham.) G. Don;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;fro;p;0.04
2926;-23.21;-45.06;Siphocampylus;Siphocampylus;lauroanus;Handro & M. Kuhlm.;lauroanus;Handro & M. Kuhlm.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2927;-23.21;-45.06;Siphocampylus;Siphocampylus;longipedunculatus;E. Wimm.;longipedunculatus;Pohl;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2928;-23.21;-45.06;Spirotheca;Spirotheca;riveri;(Decne.) Ulbr.;rivieri;(Decne.) Ulbr.;Trochilinae;Florisuga;Florisuga;fusca;Vieilot, 1817;fusca;(Vieillot, 1817);hummingbird;fro;p;0.02
2929;-23.21;-45.06;Spirotheca;Spirotheca;riveri;(Decne.) Ulbr.;rivieri;(Decne.) Ulbr.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;fro;p;0.55
2930;-23.21;-45.06;Spirotheca;Spirotheca;riveri;(Decne.) Ulbr.;rivieri;(Decne.) Ulbr.;Trochilinae;Lophornis;Lophornis;chalybeus;Vieilot, 1822;chalybeus;(Temminck, 1821);hummingbird;fro;p;0.03
2931;-23.21;-45.06;Spirotheca;Spirotheca;riveri;(Decne.) Ulbr.;rivieri;(Decne.) Ulbr.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;fro;p;0.4
2932;-23.21;-45.06;Tillandsia;Tillandsia;dura;Baker;dura;Baker;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;1
2933;-23.21;-45.06;Tillandsia;Tillandsia;geminiflora;Brongn.;geminiflora;Brongn.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.11
2934;-23.21;-45.06;Tillandsia;Tillandsia;geminiflora;Brongn.;geminiflora;Brongn.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot, 1818;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.06
2935;-23.21;-45.06;Tillandsia;Tillandsia;geminiflora;Brongn.;geminiflora;Brongn.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.11
2936;-23.21;-45.06;Tillandsia;Tillandsia;geminiflora;Brongn.;geminiflora;Brongn.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot, 1818;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.06
2937;-23.21;-45.06;Tillandsia;Tillandsia;geminiflora;Brongn.;geminiflora;Brongn.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.67
2938;-23.21;-45.06;Tillandsia;Tillandsia;stricta;Sol. ex Sims;stricta;Sol. ex Ker Gawl.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.17
2939;-23.21;-45.06;Tillandsia;Tillandsia;stricta;Sol. ex Sims;stricta;Sol. ex Ker Gawl.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot, 1818;albicollis;(Vieillot, 1818);hummingbird;NA;NA;0.17
2940;-23.21;-45.06;Tillandsia;Tillandsia;stricta;Sol. ex Sims;stricta;Sol. ex Ker Gawl.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.17
2941;-23.21;-45.06;Tillandsia;Tillandsia;stricta;Sol. ex Sims;stricta;Sol. ex Ker Gawl.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.5
2942;-23.21;-45.06;Tillandsia;Tillandsia;sp.;na;tenuifolia;L.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert, 1783;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.14
2943;-23.21;-45.06;Tillandsia;Tillandsia;sp.;na;tenuifolia;L.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.29
2944;-23.21;-45.06;Tillandsia;Tillandsia;sp.;na;tenuifolia;L.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.57
2945;-23.21;-45.06;Vriesea;Vriesea;carinata;Wawra;carinata;Wawra;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2946;-23.21;-45.06;Vriesea;Vriesea;erythrodactylon;(E. Morren) E. Morren ex Mez;erythrodactylon;(E. Morren) E. Morren ex Mez;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2947;-23.21;-45.06;Vriesea;Vriesea;incurvata;Gaudich.;incurvata;Gaudich.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2948;-23.21;-45.06;Vriesea;Vriesea;inflata;(Wawra) Wawra;inflata;(Wawra) Wawra;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2949;-23.21;-45.06;Vriesea;Vriesea;simplex;(Vell.) Beer;simplex;(Vell.) Beer.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2950;-23.21;-45.06;Vriesea;Vriesea;sp. 3;na;sp. 3;Lindl.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;fro;p;1
2951;-23.21;-45.06;Wittrockia;Wittrockia;superba;Lindm.;superba;Lindm.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson, 1832;eurynome;(Lesson, 1832);hummingbird;bil;p;0.42
2952;-23.21;-45.06;Wittrockia;Wittrockia;superba;Lindm.;superba;Lindm.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin, 1788;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.58
2953;-22.75;-45.51;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Glossophaginae;Lonchoglossa;Anoura;caudifer;É. Geoffroy Saint-Hilaire;caudifer;(É. Geoffroy, 1818);bat;hea;NA;NA
2953;-22.75;-45.51;Inga;Inga;sessilis;(Vell.) Mart.;sessilis;(Vell.) Mart.;Glossophaginae;Lonchoglossa;Anoura;caudifer;É. Geoffroy Saint-Hilaire;caudifer;(É. Geoffroy, 1818);bat;ros;NA;NA
2954;-23.63;-45.42;Stifftia;Stifftia;grazieli;na;fruticosa;(Vell.) D.J.N.Hind & Semir;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;NA;NA
2955;-23.56;-45.36;Stifftia;Stifftia;chrysantha;Mikan;chrysantha;J.C.Mikan;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;NA;NA
2956;-23.56;-45.36;Stifftia;Stifftia;chrysantha;Mikan;chrysantha;J.C.Mikan;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;NA;NA;NA
2957;-23.56;-45.36;Stifftia;Stifftia;chrysantha;Mikan;chrysantha;J.C.Mikan;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;NA;NA;NA
2958;-23.15;-46.55;Dyckia;Dyckia;tuberosa;(Vell.) Beer.;tuberosa;(Vell.) Beer.;Trochilinae;Chlorostilbon;Chlorostilbon;aureoventris;d'Orbigny & Lafresnaye;lucidus;(Shaw, 1812);hummingbird;NA;p;0.67
2959;-23.15;-46.55;Dyckia;Dyckia;tuberosa;(Vell.) Beer.;tuberosa;(Vell.) Beer.;Trochilinae;Colibri;Colibri;serrirostris;Vieillot;serrirostris;(Vieillot, 1816);hummingbird;NA;p;0.22
2960;-23.15;-46.55;Dyckia;Dyckia;tuberosa;(Vell.) Beer.;tuberosa;(Vell.) Beer.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;NA;p;0.11
2961;-22.95;-43.16;Pitcairnia;Pitcairnia;albiflos;Herb.;albiflos;Herb.;Lonchophyllinae;Lonchophylla;Lonchophylla;cf. bokermanni;Sazima, Vizotto & Taddei;cf. bokermanni;NA;bat;NA;NA;NA
2962;-22.95;-43.16;Pitcairnia;Pitcairnia;albiflos;Lodd.;staminea;Lodd.;Glossophaginae;Glossophaga;Glossophaga;soricina;(Pallas, 1766);soricina;(Pallas, 1766);bat;NA;NA;NA
2963;-22.98;-43.23;Pitcairnia;Pitcairnia;corcovadensis;Wawra;corcovadensis;Wawra;na;NA;NA;NA;NA;NA;NA;hummingbird;NA;NA;NA
2964;-22.98;-43.23;Pitcairnia;Pitcairnia;flammea;Lindl.;flammea;Lindl.;na;NA;NA;NA;NA;NA;NA;hummingbird;NA;NA;NA
2965;-22.98;-43.23;Pitcairnia;Pitcairnia;flammea;Lindl.;flammea;Lindl.;Phaethornithinae;Phaethornis;Phaethornis;cf. pretrei pretrei;NA;cf. pretrei;NA;hummingbird;NA;NA;NA
